Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE109,    1.27594,   -48.20,   0.731106,  -168.23,    4.68078,    71.79,          0,     0.00,    3.70785,    64.48,    1.27594,   131.80,   0.731106,    11.77,    4.68078,  -108.21,          0,     0.00,    3.70785,  -115.52
Line.LINE110,    11.3023,   -48.16,    10.8801,  -168.24,    5.92694,    71.78,          0,     0.00,    5.16481,  -104.12,    11.3023,   131.84,    10.8801,    11.76,    5.92694,  -108.22,          0,     0.00,    5.16481,    75.88
Line.LINE111, 3.92902E-009,  -179.89, 3.142E-009,   -95.28, 5.34651E-009,    40.17,          0,     0.00, 3.39879E-010,   113.00, 3.92902E-009,     0.11, 3.142E-009,    84.72, 5.34651E-009,  -139.83,          0,     0.00, 3.39879E-010,   -67.00
Line.LINE112,    1.27594,   -48.20,   0.731106,  -168.23,    4.68078,    71.79,          0,     0.00,    3.70785,    64.48,    1.27594,   131.80,   0.731106,    11.77,    4.68078,  -108.21,          0,     0.00,    3.70785,  -115.52
Line.LINE113,    11.3023,   -48.16,    10.8801,  -168.24,    5.92694,    71.78,          0,     0.00,    5.16481,  -104.12,    11.3023,   131.84,    10.8801,    11.76,    5.92694,  -108.22,          0,     0.00,    5.16481,    75.88
Line.LINE114, 3.94175E-009,   180.00, 3.144E-009,   -94.95, 5.32499E-009,    39.96,          0,     0.00, 3.15834E-010,   114.50, 3.94175E-009,     0.00, 3.144E-009,    85.05, 5.32499E-009,  -140.04,          0,     0.00, 3.15834E-010,   -65.50
Line.LINE115,    1.27594,   -48.20,   0.731106,  -168.23,    4.68078,    71.79,          0,     0.00,    3.70785,    64.48,    1.27594,   131.80,   0.731106,    11.77,    4.68078,  -108.21,          0,     0.00,    3.70785,  -115.52
Line.LINE116,   0.953428,   -48.19,   0.494858,  -168.23,   0.454603,    71.79,          0,     0.00,   0.479767,   -52.33,   0.953428,   131.81,   0.494858,    11.77,   0.454603,  -108.21,          0,     0.00,   0.479767,   127.67
Line.LINE117,    10.3489,   -48.16,    10.3852,  -168.24,    5.47234,    71.78,          0,     0.00,    4.88265,  -108.55,    10.3489,   131.84,    10.3852,    11.76,    5.47234,  -108.22,          0,     0.00,    4.88265,    71.45
Line.LINE118, 3.7706E-009,   174.69, 3.14443E-009,   -91.59, 5.30936E-009,    37.87,          0,     0.00, 5.82077E-010,    53.13, 3.7706E-009,    -5.31, 3.14443E-009,    88.41, 5.30936E-009,  -142.13,          0,     0.00, 5.82077E-010,  -126.87
Line.LINE119,    1.27594,   -48.20,   0.731106,  -168.23,    4.68078,    71.79,          0,     0.00,    3.70785,    64.48,    1.27594,   131.80,   0.731106,    11.77,    4.68078,  -108.21,          0,     0.00,    3.70785,  -115.52
Line.LINE120, 2.09871E-010,   146.31, 2.09871E-010,    33.69, 1.74623E-010,   -90.00,          0,     0.00, 5.82077E-011,    90.00, 2.09871E-010,   -33.69, 2.09871E-010,  -146.31, 1.74623E-010,    90.00,          0,     0.00, 5.82077E-011,   -90.00
Line.LINE121,   0.953428,   -48.19,   0.494858,  -168.23,   0.454603,    71.79,          0,     0.00,   0.479767,   -52.33,   0.953428,   131.81,   0.494858,    11.77,   0.454603,  -108.21,          0,     0.00,   0.479767,   127.67
Line.LINE122,    10.3489,   -48.16,    10.3852,  -168.24,    5.47234,    71.78,          0,     0.00,    4.88265,  -108.55,    10.3489,   131.84,    10.3852,    11.76,    5.47234,  -108.22,          0,     0.00,    4.88265,    71.45
Line.LINE123, 3.89872E-009,   173.14, 3.14375E-009,   -91.06, 5.54533E-009,    39.04,          0,     0.00, 8.98456E-010,    65.10, 3.89872E-009,    -6.86, 3.14375E-009,    88.94, 5.54533E-009,  -140.96,          0,     0.00, 8.98456E-010,  -114.90
Line.LINE124,    1.27594,   -48.20,   0.731106,  -168.23,    4.68078,    71.79,          0,     0.00,    3.70785,    64.48,    1.27594,   131.80,   0.731106,    11.77,    4.68078,  -108.21,          0,     0.00,    3.70785,  -115.52
Line.LINE125, 3.25391E-010,   153.43, 3.25391E-010,    26.57, 2.32838E-010,   -89.55,          0,     0.00, 5.82361E-011,    88.21, 3.25391E-010,   -26.57, 3.25391E-010,  -153.43, 2.32838E-010,    90.45,          0,     0.00, 5.82361E-011,   -91.79
Line.LINE126,   0.953428,   -48.19,   0.494858,  -168.23,   0.454603,    71.79,          0,     0.00,   0.479767,   -52.33,   0.953428,   131.81,   0.494858,    11.77,   0.454603,  -108.21,          0,     0.00,   0.479767,   127.67
Line.LINE127,    10.3489,   -48.16,    10.3852,  -168.24,    5.47234,    71.78,          0,     0.00,    4.88265,  -108.55,    10.3489,   131.84,    10.3852,    11.76,    5.47234,  -108.22,          0,     0.00,    4.88265,    71.45
Line.LINE128, 4.11847E-009,   175.14, 3.29272E-009,   -98.13, 5.2645E-009,    35.10,          0,     0.00, 2.86639E-010,   156.04, 4.11847E-009,    -4.86, 3.29272E-009,    81.87, 5.2645E-009,  -144.90,          0,     0.00, 2.86639E-010,   -23.96
Line.LINE129,    1.27594,   -48.20,   0.731106,  -168.23,    4.68078,    71.79,          0,     0.00,    3.70785,    64.48,    1.27594,   131.80,   0.731106,    11.77,    4.68078,  -108.21,          0,     0.00,    3.70785,  -115.52
Line.LINE130, 1.30156E-010,   153.43, 1.30156E-010,    26.57, 2.32895E-010,   -88.66,          0,     0.00, 1.16543E-010,   -87.32, 1.30156E-010,   -26.57, 1.30156E-010,  -153.43, 2.32895E-010,    91.34,          0,     0.00, 1.16543E-010,    92.68
Line.LINE131,   0.953428,   -48.19, 1.10398E-009,  -157.20, 8.73513E-010,    88.27,          0,     0.00,   0.953428,   -48.19,   0.953428,   131.81, 1.10398E-009,    22.80, 8.73513E-010,   -91.73,          0,     0.00,   0.953428,   131.81
Line.LINE132, 7.25256E-009,   -71.09,   0.494858,  -168.23,   0.454603,    71.79,          0,     0.00,   0.476169,   135.97, 7.25256E-009,   108.91,   0.494858,    11.77,   0.454603,  -108.21,          0,     0.00,   0.476169,   -44.03
Line.LINE133,    10.3489,   -48.16,    10.3852,  -168.24,    5.47234,    71.78,          0,     0.00,    4.88265,  -108.55,    10.3489,   131.84,    10.3852,    11.76,    5.47234,  -108.22,          0,     0.00,    4.88265,    71.45
Line.LINE134, 3.96189E-009,   171.13, 3.36363E-009,   -95.71, 5.37941E-009,    35.75,          0,     0.00, 4.23758E-010,    74.05, 3.96189E-009,    -8.87, 3.36363E-009,    84.29, 5.37941E-009,  -144.25,          0,     0.00, 4.23758E-010,  -105.95
Line.LINE135,    1.27594,   -48.20,   0.731106,  -168.23,    4.68078,    71.79,          0,     0.00,    3.70785,    64.48,    1.27594,   131.80,   0.731106,    11.77,    4.68078,  -108.21,          0,     0.00,    3.70785,  -115.52
Line.LINE136, 2.09871E-010,   146.31, 2.48663E-010,    20.56, 2.32831E-010,   -90.00,          0,     0.00, 6.50781E-011,   -26.57, 2.09871E-010,   -33.69, 2.48663E-010,  -159.44, 2.32831E-010,    90.00,          0,     0.00, 6.50781E-011,   153.43
Line.LINE137,   0.953428,   -48.19, 9.56442E-010,  -157.53, 5.82804E-010,    87.14,          0,     0.00,   0.953428,   -48.19,   0.953428,   131.81, 9.56442E-010,    22.47, 5.82804E-010,   -92.86,          0,     0.00,   0.953428,   131.81
Line.LINE138, 7.29603E-009,   -71.51,   0.494858,  -168.23,   0.454603,    71.79,          0,     0.00,   0.476169,   135.97, 7.29603E-009,   108.49,   0.494858,    11.77,   0.454603,  -108.21,          0,     0.00,   0.476169,   -44.03
Line.LINE139,    10.3489,   -48.16,    10.3852,  -168.24,    5.47234,    71.78,          0,     0.00,    4.88265,  -108.55,    10.3489,   131.84,    10.3852,    11.76,    5.47234,  -108.22,          0,     0.00,    4.88265,    71.45
Line.LINE140, 3.96189E-009,   171.13, 3.46482E-009,  -100.65, 5.35542E-009,    37.49,          0,     0.00, 5.56979E-010,   123.27, 3.96189E-009,    -8.87, 3.46482E-009,    79.35, 5.35542E-009,  -142.51,          0,     0.00, 5.56979E-010,   -56.73
Line.LINE141,    1.27594,   -48.20,   0.731106,  -168.23,    4.68078,    71.79,          0,     0.00,    3.70785,    64.48,    1.27594,   131.80,   0.731106,    11.77,    4.68078,  -108.21,          0,     0.00,    3.70785,  -115.52
Line.LINE142, 1.04935E-010,   146.31, 1.19998E-010,    14.04, 5.82716E-011,   -87.32,          0,     0.00, 4.31315E-011,    42.44, 1.04935E-010,   -33.69, 1.19998E-010,  -165.96, 5.82716E-011,    92.68,          0,     0.00, 4.31315E-011,  -137.56
Line.LINE143,   0.953428,   -48.19, 1.11124E-009,  -154.60, 8.15719E-010,    87.44,          0,     0.00,   0.953428,   -48.19,   0.953428,   131.81, 1.11124E-009,    25.40, 8.15719E-010,   -92.56,          0,     0.00,   0.953428,   131.81
Line.LINE144, 7.29061E-009,   -70.41,   0.494858,  -168.23,   0.454603,    71.79,          0,     0.00,   0.476169,   135.97, 7.29061E-009,   109.59,   0.494858,    11.77,   0.454603,  -108.21,          0,     0.00,   0.476169,   -44.03
Line.LINE145,    10.3489,   -48.16,    10.3852,  -168.24,    5.47234,    71.78,          0,     0.00,    4.88265,  -108.55,    10.3489,   131.84,    10.3852,    11.76,    5.47234,  -108.22,          0,     0.00,    4.88265,    71.45
Line.LINE146, 3.72529E-009,   180.00, 3.26793E-009,   -94.09, 6.33368E-009,    36.03,          0,     0.00, 1.25383E-009,    21.80, 3.72529E-009,     0.00, 3.26793E-009,    85.91, 6.33368E-009,  -143.97,          0,     0.00, 1.25383E-009,  -158.20
Line.LINE147,    1.27594,   -48.20,   0.731106,  -168.23,    4.68078,    71.79,          0,     0.00,    3.70785,    64.48,    1.27594,   131.80,   0.731106,    11.77,    4.68078,  -108.21,          0,     0.00,    3.70785,  -115.52
Line.LINE148, 1.95234E-010,   153.43, 1.45519E-010,    36.87, 1.1643E-010,   -89.10,          0,     0.00, 8.10421E-011,   134.09, 1.95234E-010,   -26.57, 1.45519E-010,  -143.13, 1.1643E-010,    90.90,          0,     0.00, 8.10421E-011,   -45.91
Line.LINE149,   0.953428,   -48.19, 9.73914E-010,  -158.53, 8.152E-010,    88.47,          0,     0.00,   0.953428,   -48.19,   0.953428,   131.81, 9.73914E-010,    21.47, 8.152E-010,   -91.53,          0,     0.00,   0.953428,   131.81
Line.LINE150,  6.11E-009,   -80.40, 6.26897E-009,    36.79,   0.454603,    71.79,          0,     0.00,   0.454603,    71.79,  6.11E-009,    99.60, 6.26897E-009,  -143.21,   0.454603,  -108.21,          0,     0.00,   0.454603,  -108.21
Line.LINE151, 1.87283E-009,   -31.19,   0.494858,  -168.23, 8.26318E-010,   108.02,          0,     0.00,   0.494858,  -168.23, 1.87283E-009,   148.81,   0.494858,    11.77, 8.26318E-010,   -71.98,          0,     0.00,   0.494858,    11.77
Line.LINE152,    10.3489,   -48.16,    10.3852,  -168.24,    5.47234,    71.78,          0,     0.00,    4.88265,  -108.55,    10.3489,   131.84,    10.3852,    11.76,    5.47234,  -108.22,          0,     0.00,    4.88265,    71.45
Line.LINE153, 2.14659E-009,   167.47, 6.58545E-010,   -45.00, 2.63418E-009,   -45.00,          0,     0.00, 1.87714E-009,   -82.87, 2.14659E-009,   -12.53, 6.58545E-010,   135.00, 2.63418E-009,   135.00,          0,     0.00, 1.87714E-009,    97.13
Line.LINE154,    1.27594,   -48.20,   0.731106,  -168.23,    4.68078,    71.79,          0,     0.00,    3.70785,    64.48,    1.27594,   131.80,   0.731106,    11.77,    4.68078,  -108.21,          0,     0.00,    3.70785,  -115.52
Line.LINE155, 2.34643E-010,   150.26, 2.27308E-010,    39.81, 2.91038E-010,   -90.00,          0,     0.00, 4.1159E-011,  -135.00, 2.34643E-010,   -29.74, 2.27308E-010,  -140.19, 2.91038E-010,    90.00,          0,     0.00, 4.1159E-011,    45.00
Line.LINE156,   0.953428,   -48.19, 1.02197E-009,  -164.78, 7.00346E-010,    85.83,          0,     0.00,   0.953428,   -48.19,   0.953428,   131.81, 1.02197E-009,    15.22, 7.00346E-010,   -94.17,          0,     0.00,   0.953428,   131.81
Line.LINE157, 6.11368E-009,   -80.20, 6.20323E-009,    35.74,   0.454603,    71.79,          0,     0.00,   0.454603,    71.79, 6.11368E-009,    99.80, 6.20323E-009,  -144.26,   0.454603,  -108.21,          0,     0.00,   0.454603,  -108.21
Line.LINE158, 1.95994E-009,   -32.00,   0.494858,  -168.23, 9.65512E-010,   105.29,          0,     0.00,   0.494858,  -168.23, 1.95994E-009,   148.00,   0.494858,    11.77, 9.65512E-010,   -74.71,          0,     0.00,   0.494858,    11.77
Line.LINE159,    10.3489,   -48.16,    10.3852,  -168.24,    5.47234,    71.78,          0,     0.00,    4.88265,  -108.55,    10.3489,   131.84,    10.3852,    11.76,    5.47234,  -108.22,          0,     0.00,    4.88265,    71.45
Line.LINE160, 2.50766E-009,  -111.80, 3.75428E-009,     7.13, 1.86265E-009,    90.00,          0,     0.00, 2.79397E-009,     0.00, 2.50766E-009,    68.20, 3.75428E-009,  -172.87, 1.86265E-009,   -90.00,          0,     0.00, 2.79397E-009,   180.00
Line.LINE161, 2.51505E-011,   144.01,   0.249759,  -168.23, 1.45679E-011,   -92.68,          0,     0.00,   0.249759,  -168.23, 2.51505E-011,   -35.99,   0.249759,    11.77, 1.45679E-011,    87.32,          0,     0.00,   0.249759,    11.77
Line.LINE162,    1.27594,   -48.20,   0.481348,  -168.23,    4.68078,    71.79,          0,     0.00,    3.86426,    61.53,    1.27594,   131.80,   0.481348,    11.77,    4.68078,  -108.21,          0,     0.00,    3.86426,  -118.47
Line.LINE163, 1.86355E-010,   128.66, 2.48663E-010,    20.56, 1.74644E-010,   -89.10,          0,     0.00, 1.32602E-010,    26.04, 1.86355E-010,   -51.34, 2.48663E-010,  -159.44, 1.74644E-010,    90.90,          0,     0.00, 1.32602E-010,  -153.96
Line.LINE164,   0.953428,   -48.19, 1.03513E-009,  -159.05, 8.18149E-010,    84.90,          0,     0.00,   0.953428,   -48.19,   0.953428,   131.81, 1.03513E-009,    20.95, 8.18149E-010,   -95.10,          0,     0.00,   0.953428,   131.81
Line.LINE165, 5.88043E-009,   -80.89, 6.22429E-009,    34.62,   0.454603,    71.79,          0,     0.00,   0.454603,    71.79, 5.88043E-009,    99.11, 6.22429E-009,  -145.38,   0.454603,  -108.21,          0,     0.00,   0.454603,  -108.21
Line.LINE166, 1.57444E-009,   -32.73,   0.494858,  -168.23, 7.36275E-010,   108.43,          0,     0.00,   0.494858,  -168.23, 1.57444E-009,   147.27,   0.494858,    11.77, 7.36275E-010,   -71.57,          0,     0.00,   0.494858,    11.77
Line.LINE167,    10.3489,   -48.16,    10.3852,  -168.24,    5.47234,    71.78,          0,     0.00,    4.88265,  -108.55,    10.3489,   131.84,    10.3852,    11.76,    5.47234,  -108.22,          0,     0.00,    4.88265,    71.45
Line.LINE168, 9.3857E-010,   -97.13, 1.36261E-009,  -160.02, 6.58545E-010,    45.00,          0,     0.00, 1.31709E-009,  -135.00, 9.3857E-010,    82.87, 1.36261E-009,    19.98, 6.58545E-010,  -135.00,          0,     0.00, 1.31709E-009,    45.00
Line.LINE169, 1.55473E-011,    74.85,   0.249759,  -168.23, 4.36557E-011,   -90.00,          0,     0.00,   0.249759,  -168.23, 1.55473E-011,  -105.15,   0.249759,    11.77, 4.36557E-011,    90.00,          0,     0.00,   0.249759,    11.77
Line.LINE170,    1.27594,   -48.20,   0.481348,  -168.23,    4.68078,    71.79,          0,     0.00,    3.86426,    61.53,    1.27594,   131.80,   0.481348,    11.77,    4.68078,  -108.21,          0,     0.00,    3.86426,  -118.47
Line.LINE171, 1.30156E-010,   153.43, 1.30156E-010,    26.57, 1.74632E-010,   -89.40,          0,     0.00, 5.82361E-011,   -88.21, 1.30156E-010,   -26.57, 1.30156E-010,  -153.43, 1.74632E-010,    90.60,          0,     0.00, 5.82361E-011,    91.79
Line.LINE172,   0.953428,   -48.19, 9.64912E-010,  -157.62, 3.58299E-010,    77.09,          0,     0.00,   0.953428,   -48.19,   0.953428,   131.81, 9.64912E-010,    22.38, 3.58299E-010,  -102.91,          0,     0.00,   0.953428,   131.81
Line.LINE173, 5.34444E-009,   -87.82, 4.60137E-009,    37.16, 1.7168E-008,   110.65,          0,     0.00, 1.36795E-008,    99.18, 5.34444E-009,    92.18, 4.60137E-009,  -142.84, 1.7168E-008,   -69.35,          0,     0.00, 1.36795E-008,   -80.82
Line.LINE174, 6.01871E-010,   -37.24, 1.54273E-009,    27.47,   0.454603,    71.79,          0,     0.00,   0.454603,    71.79, 6.01871E-010,   142.76, 1.54273E-009,  -152.53,   0.454603,  -108.21,          0,     0.00,   0.454603,  -108.21
Line.LINE175, 1.19005E-009,   -37.47,   0.494858,  -168.23, 3.50457E-010,   138.37,          0,     0.00,   0.494858,  -168.23, 1.19005E-009,   142.53,   0.494858,    11.77, 3.50457E-010,   -41.63,          0,     0.00,   0.494858,    11.77
Line.LINE176,    10.3489,   -48.16,    10.3852,  -168.24,    5.47234,    71.78,          0,     0.00,    4.88265,  -108.55,    10.3489,   131.84,    10.3852,    11.76,    5.47234,  -108.22,          0,     0.00,    4.88265,    71.45
Line.LINE177, 1.30588E-011,    38.82,   0.249759,  -168.23, 9.09495E-013,   180.00,          0,     0.00,   0.249759,  -168.23, 1.30588E-011,  -141.18,   0.249759,    11.77, 9.09495E-013,     0.00,          0,     0.00,   0.249759,    11.77
Line.LINE178,    1.27594,   -48.20,   0.481348,  -168.23, 4.19741E-010,   -33.69,          0,     0.00,    1.11576,   -70.13,    1.27594,   131.80,   0.481348,    11.77, 4.19741E-010,   146.31,          0,     0.00,    1.11576,   109.87
Line.LINE179, 9.02047E-010,   -29.87, 6.01685E-010,    28.29,    4.68078,    71.79,          0,     0.00,    4.68078,    71.79, 9.02047E-010,   150.13, 6.01685E-010,  -151.71,    4.68078,  -108.21,          0,     0.00,    4.68078,  -108.21
Line.LINE180, 8.23181E-011,   135.00, 8.23181E-011,    45.00, 5.82077E-011,   -90.00,          0,     0.00, 5.82077E-011,    90.00, 8.23181E-011,   -45.00, 8.23181E-011,  -135.00, 5.82077E-011,    90.00,          0,     0.00, 5.82077E-011,   -90.00
Line.LINE181,   0.953428,   -48.19, 1.05401E-009,  -161.38, 5.85748E-010,    83.58,          0,     0.00,   0.953428,   -48.19,   0.953428,   131.81, 1.05401E-009,    18.62, 5.85748E-010,   -96.42,          0,     0.00,   0.953428,   131.81
Line.LINE182, 5.73397E-009,   -84.17, 4.86304E-009,    42.09, 1.76414E-008,   112.50,          0,     0.00, 1.40882E-008,   100.47, 5.73397E-009,    95.83, 4.86304E-009,  -137.91, 1.76414E-008,   -67.50,          0,     0.00, 1.40882E-008,   -79.53
Line.LINE183, 5.66794E-010,   -33.17, 1.55148E-009,    30.70,   0.454603,    71.79,          0,     0.00,   0.454603,    71.79, 5.66794E-010,   146.83, 1.55148E-009,  -149.30,   0.454603,  -108.21,          0,     0.00,   0.454603,  -108.21
Line.LINE184, 1.14159E-009,   -28.24,   0.494858,  -168.23, 5.20625E-010,   116.57,          0,     0.00,   0.494858,  -168.23, 1.14159E-009,   151.76,   0.494858,    11.77, 5.20625E-010,   -63.43,          0,     0.00,   0.494858,    11.77
Line.LINE185,    10.3489,   -48.16,    10.3852,  -168.24,    5.47234,    71.78,          0,     0.00,    4.88265,  -108.55,    10.3489,   131.84,    10.3852,    11.76,    5.47234,  -108.22,          0,     0.00,    4.88265,    71.45
Line.LINE186,    1.27594,   -48.20,   0.481348,  -168.23, 4.55547E-010,   -63.43,          0,     0.00,    1.11576,   -70.13,    1.27594,   131.80,   0.481348,    11.77, 4.55547E-010,   116.57,          0,     0.00,    1.11576,   109.87
